ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:52:00 AM,Nickel,Dissolved,=,4.5,µg/L,EPA 200.8,0.13,0.8,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:59:00 AM,Nickel,Total,=,9.4,µg/L,EPA 200.8,0.13,0.8,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:52:00 AM,Selenium,Dissolved,=,1.4,µg/L,EPA 200.8,0.28,0.4,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:59:00 AM,Selenium,Total,=,1.5,µg/L,EPA 200.8,0.28,0.4,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:52:00 AM,Silver,Dissolved,<,0.027,µg/L,EPA 200.8,0.027,0.2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:59:00 AM,Silver,Total,DNQ,0.05,µg/L,EPA 200.8,0.027,0.2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:52:00 AM,Thallium,Dissolved,DNQ,0.02,µg/L,EPA 200.8,0.009,0.2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:59:00 AM,Thallium,Total,DNQ,0.06,µg/L,EPA 200.8,0.009,0.2,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:52:00 AM,Zinc,Dissolved,=,14,µg/L,EPA 200.8,1.1,5,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/1/2012 12:59:00 AM,Zinc,Total,=,38,µg/L,EPA 200.8,1.1,5,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/5/2012 5:29:00 PM,Ammonia as N,n/a,=,0.32,mg/L,EPA 350.1,0.048,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/19/2012 7:13:00 PM,Nitrate + Nitrite as N,n/a,=,5.5,mg/L,EPA 353.2,0.01,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,11/19/2012 7:13:00 PM,Nitrate as N,n/a,=,5.3,mg/L,EPA 353.2,0.041,0.1,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/14/2012 12:19:00 PM,Phosphorus as P,Dissolved,=,1.8,mg/L,EPA 365.1,0.07,0.5,WKL
ME-CC,2012/13-2,Wet,11/18/2012 8:50:00 AM,12/3/2012 8:19:00 PM,Phosphorus as P,Total,=,2.5,mg/L,EPA 365.1,0.07,0.5,WKL
