Program|ParentProject|Project|StationName|StationCode|SampleDate|CollectionTime|LocationCode|CollectionDepth|UnitCollectionDepth|SampleTypeCode|CollectionReplicate|ResultsReplicate|LabBatch|LabSampleID|MatrixName|MethodName|Analyte|Unit|Result|Observation|MDL|RL|ResultQualCode|QACode|BatchVerification|ComplianceCode|SampleComments|CollectionComments|ResultsComments|BatchComments|EventCode|ProtocolCode|SampleAgency|GroupSamples|CollectionMethodName|TargetLatitude|TargetLongitude|CollectionDeviceDescription|CalibrationDate|PositionWaterColumn|PrepPreservationName|PrepPreservationDate|DigestExtractMethod|DigestExtractDate|AnalysisDate|DilutionFactor|ExpectedValue|LabAgency|SubmittingAgency|SubmissionCode|OccupationMethod|StartingBank|DistanceFromBank|UnitDistanceFromBank|StreamWidth|UnitStreamWidth|StationWaterDepth|UnitStationWaterDepth|HydroMod|HydroModLoc|LocationDetailWQComments|ChannelWidth|UpstreamLength|DownstreamLength|TotalReach|LocationDetailBAComments|county|county_fips|regional_board|rb_number|huc8|huc8_number|huc10|huc10_number|huc12|huc12_number|waterbody_type|SampleID
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Glen Allen|206SON160|2018-05-01|11:00:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|11.2||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.363762|-122.526168823242|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-05-01|11:51:00|Bank|-88|m|Not Recorded|1|1|||air|FieldMeasure|Temperature|Deg C|19.1||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.298401|-122.481201171875|Thermco Digital Field ThermoJack Thermometer|1950-01-01|Not Applicable||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-05-01|09:56:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|SpecificConductivity, Total|uS/cm|311.4||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.419582|-122.564102172852|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Yulupa Creek|206SON190|2018-05-01|10:34:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|pH|none|8.22||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.379192|-122.552688598633|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:22:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Oxygen, Dissolved, Total|mg/L|11.91||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.350700|-122.516265869141|YSI ProPlus|2018-05-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:22:00|Bank|0.1|m|Not Recorded|1|1|||samplewater|FieldMeasure|Temperature|Deg C|14.1||||=|None|NR|Com|||||WQ|USGS_NatFieldMan|SCPRMD||Field Method|38.350700|-122.516265869141|YSI ProPlus|1950-01-01|Subsurface||0000-00-00 00:00:00||0000-00-00|0000-00-00||||||||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Nathanson Park|206NAT030|2018-05-01|12:49:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020013|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.278599|-122.457481384277|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:49:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT030
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-05-01|12:36:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020012|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1413.6||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.264568|-122.453063964844|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:36:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT010
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:23:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020011|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.246250|-122.435081481934|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:23:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SCH009
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-05-01|10:43:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020005|samplewater|SM 9223 B|E. coli|MPN/100 mL|228.2||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.370338|-122.539505004883|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:43:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON180
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 986 Warm Springs Road|206SON210|2018-05-01|10:20:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020003|samplewater|SM 9223 B|E. coli|MPN/100 mL|261.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.404919|-122.550971984863|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:20:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON210
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-05-01|11:50:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020009|samplewater|SM 9223 B|E. coli|MPN/100 mL|1119.9||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.298401|-122.481201171875|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 11:50:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON050
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-05-01|09:55:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020001|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.419582|-122.564102172852|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 09:55:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON32b
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Yulupa Creek|206SON190|2018-05-01|10:32:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020004|samplewater|SM 9223 B|E. coli|MPN/100 mL|275.5||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.379192|-122.552688598633|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:32:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON190
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:15:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020015|samplewater|SM 9223 B|E. coli|MPN/100 mL|387.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.283493|-122.45629119873|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 13:15:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT040
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:56:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020014|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.279045|-122.456977844238|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:56:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT035
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Schell Creek at Hwy 121|206SCH009|2018-05-01|12:23:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020011|samplewater|SM 9223 B|E. coli|MPN/100 mL|113.7||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.246250|-122.435081481934|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:23:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SCH009
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 986 Warm Springs Road|206SON210|2018-05-01|10:20:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020003|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1986.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.404919|-122.550971984863|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:20:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON210
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-05-01|11:36:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020008|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1986.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.322876|-122.494567871094|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 11:36:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON011
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:11:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020002|samplewater|SM 9223 B|E. coli|MPN/100 mL|218.7||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.412170|-122.553718566895|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:11:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SONCYP
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Glen Allen|206SON160|2018-05-01|10:58:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020006|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1553.1||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.363762|-122.526168823242|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:58:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON160
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at USGS Gage 11458433|206SON32b|2018-05-01|09:55:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020001|samplewater|SM 9223 B|E. coli|MPN/100 mL|272.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.419582|-122.564102172852|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 09:55:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON32b
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek near Sonoma Ecology Center|206SON140|2018-05-01|11:21:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020007|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1553.1||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.350700|-122.516265869141|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 11:21:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON140
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Nathanson Park|206NAT030|2018-05-01|12:49:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020013|samplewater|SM 9223 B|E. coli|MPN/100 mL|167.4||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.278599|-122.457481384277|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:49:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT030
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek @ Watmaugh Road Bridge|206SON020|2018-05-01|12:07:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020010|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.265751|-122.46736907959|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:07:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||Lower Sonoma Creek|180500020303|NULL|206SON020
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Cypress Ave|206SONCYP|2018-05-01|10:11:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020002|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|1986.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.412170|-122.553718566895|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:11:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SONCYP
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Yulupa Creek|206SON190|2018-05-01|10:32:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020004|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.379192|-122.552688598633|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:32:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON190
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at north boundary of SVHS|206NAT040|2018-05-01|13:15:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020015|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.283493|-122.45629119873|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 13:15:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT040
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at south boundary of AHMS|206NAT035|2018-05-01|12:56:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020014|samplewater|SM 9223 B|E. coli|MPN/100 mL|90.9||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.279045|-122.456977844238|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:56:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT035
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Nathanson Creek at Watmaugh just west of 5th Street|206NAT010|2018-05-01|12:36:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020012|samplewater|SM 9223 B|E. coli|MPN/100 mL|201.4||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.264568|-122.453063964844|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:36:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206NAT010
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek @ Watmaugh Road Bridge|206SON020|2018-05-01|12:07:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020010|samplewater|SM 9223 B|E. coli|MPN/100 mL|167||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.265751|-122.46736907959|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 12:07:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||Lower Sonoma Creek|180500020303|NULL|206SON020
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at 3910 Warm Springs Road, Glen Ellen 95442|206SON180|2018-05-01|10:43:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020005|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.370338|-122.539505004883|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:43:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON180
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Aqua Caliente|206SON011|2018-05-01|11:36:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020008|samplewater|SM 9223 B|E. coli|MPN/100 mL|93.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.322876|-122.494567871094|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 11:36:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON011
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Glen Allen|206SON160|2018-05-01|10:58:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020006|samplewater|SM 9223 B|E. coli|MPN/100 mL|133.3||1|1|=|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.363762|-122.526168823242|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 10:58:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON160
Clean Streams in S. SoCo Pathogen Source Detection Monitoring Program|Clean Streams in S. SoCo Pathogen Source Detection|Clean Streams S. SoCo Pathogens 2017-18 wet season|Sonoma Creek at Maxwell Park|206SON050|2018-05-01|11:50:00|Bank|0.1|m|Grab|1|1|Caltest_BML14697_W_BAC|T050020009|samplewater|SM 9223 B|Coliform, Total|MPN/100 mL|2419.6||1|1|>|None|NR|NR|||||WQ|USGS_NatFieldMan|SCPRMD||Water_Grab|38.298401|-122.481201171875|Individual Collection by hand|0000-00-00|Not Applicable|FieldAcidified|2018-05-01 11:50:00|None|1950-01-01|2018-05-01|1||CALTEST|CALTEST|A|||||||||||||||||Sonoma|97|San Francisco Bay|2|||||||NULL|206SON050
