SampleDate,"Cadmium","Copper","Lead","Mercury","Nickel","Zinc"
2016-12-15,,6500.0,,,,18600.0
2017-01-03,,1630.0,,,,2860.0
2017-01-04,,6230.0,,,,14300.0
2017-01-08,,8060.000000000001,,,,23700.0
2017-01-19,,5460.0,,,,13000.0
2017-02-02,,5310.0,,,,17100.0
2017-02-07,,6010.0,,,,15300.0
2017-12-14,-10.0,850.0,90.0,2.36,4850.0,-500.0
2017-12-20,30.0,830.0,100.0,2.28,4610.0,-500.0
